sku,store,name,brand,unit,pack_size,price,stock,description
carnes-0145,carnes,Chicharron Prensado Botanero Guisado 5kg Empaque Economico,Carnes La Paz,kg,5.0,578.0,19,Chicharron prensado guisado con chile guajillo bolsa 5kg. Relleno tipico para gorditas quesadillas y tlacoyos de mercado. Version economica competitiva para optimizacion de costos.
carnes-0146,carnes,Carne para Hamburguesa Sirloin 150g Caja 40 Empaque Economico,Rancho Don Juan,caja,6.0,697.0,26,Patty de carne de sirloin 150g congelado caja 40 piezas. Hamburguesa congelada uniforme lista para plancha comercial. Version economica competitiva para optimizacion de costos.
carnes-0147,carnes,Filete de Tilapia sin Espinas 5kg Empaque Economico,SuKarne,caja,5.0,527.0,33,Filetes de pescado blanco tilapia congelados individualmente 5kg. Filete para empapelado ceviche y tacos de pescado. Version economica competitiva para optimizacion de costos.
carnes-0148,carnes,Camaron Pacotilla Mediano Cocido 5kg Empaque Economico,Bachoco,caja,5.0,1232.5,40,Camaron cocido pacotilla pelado y desvenado caja 5kg. Mariscos para coctel de camaron campechanas y ensaladas del mar. Version economica competitiva para optimizacion de costos.
carnes-0149,carnes,Camaron U15 para Pelar Crudo 5kg Empaque Economico,Kowi,caja,5.0,1785.0,47,Camaron azul gigante con cabeza talla u15 caja 5 kilos. Camaron parrillero para aguachile empanizado y al ajillo. Version economica competitiva para optimizacion de costos.
carnes-0150,carnes,Puntas de Filete de Res para Guisado 5kg Empaque Economico,Pilgrims,kg,5.0,833.0,54,Puntas y recortes limpios de filete de res paquete 5kg. Carne tierna para puntas a la mexicana o en salsa pasilla. Version economica competitiva para optimizacion de costos.
carnes-0151,carnes,Tuetano de Res en Canoa Canutillo 5kg Empaque Economico,Carnes La Paz,kg,5.0,416.5,61,Huesos de res cortados a la mitad estilo canoa 5kg. Tuetano para asar al carbon con sal de grano y servir en taco. Version economica competitiva para optimizacion de costos.
carnes-0152,carnes,Chamberete de Res con Hueso Ossobuco 5kg Empaque Economico,Rancho Don Juan,kg,5.0,544.0,68,Chamberete con tuetano cortado en rodajas 5kg. Corte para estofado largo caldo de osobuco y guisados de olla. Version economica competitiva para optimizacion de costos.
carnes-0153,carnes,Tiras de Pollo Fajita Tender Crispy 5kg Empaque Economico,SuKarne,caja,5.0,586.5,75,Tiras de pechuga de pollo marinadas tipo tenders 5kg. Tenders para freir rapido en combos infantiles y wraps. Version economica competitiva para optimizacion de costos.
carnes-0154,carnes,Menudo Pancita de Res Limpia Precocida 5kg Empaque Economico,Bachoco,kg,5.0,467.5,17,Panza de res de libro y panal cocida limpia 5kg. Pancita para menudo blanco o rojo estilo norteño o michoacano. Version economica competitiva para optimizacion de costos.
carnes-0155,carnes,Tripa de Res Precocida para Tacos 5kg Empaque Economico,Kowi,kg,5.0,535.5,24,Tripitas de res lavadas hervidas listas para dorar 5kg. Tripa dorada o tierna crujiente para taqueria de especialidad. Version economica competitiva para optimizacion de costos.
carnes-0156,carnes,Lengua de Res Entera Limpia 3kg Empaque Economico,Pilgrims,pieza,3.0,816.0,31,Lengua de res entera fresca empacada al vacio 3kg. Lengua suave para tacos en salsa verde vinagreta o a la veracruzana. Version economica competitiva para optimizacion de costos.
carnes-0157,carnes,Costilla de Cerdo en Trozos para Fritanga 5kg Empaque Economico,Carnes La Paz,kg,5.0,493.0,38,Costillitas de puerco troceadas en cubos pequenos 5kg. Costilla para salsa verde con verdolagas y adobos caseros. Version economica competitiva para optimizacion de costos.
carnes-0158,carnes,Molida de Pollo Magra de Pechuga 5kg Empaque Economico,Rancho Don Juan,kg,5.0,544.0,45,Carne molida 100% pechuga de pollo sin grasa 5kg. Proteina ligera para hamburguesas fitness y albondigas dieteticas. Version economica competitiva para optimizacion de costos.
carnes-0159,carnes,Cabeza de Lomo de Cerdo Boneless 5kg Empaque Economico,SuKarne,kg,5.0,476.0,52,Cabeza de lomo deshuesada marmoleada de puerco 5kg. Trozo jugoso para pulled pork estilo bbq o asados al horno. Version economica competitiva para optimizacion de costos.
carnes-0160,carnes,Milanesa de Res de Pulpa Negra 5kg Empaque Economico,Bachoco,kg,5.0,782.0,59,Milanesas delgadas de pulpa negra sin nervio paquete 5kg. Filetes listos para empanizar tortas y tacos acorazados. Version economica competitiva para optimizacion de costos.
utensilios-0001,utensilios,Espatula Parrillera de Acero Inoxidable 20cm,Tramontina,pieza,1.0,165.0,35,Espatula parrillera de acero mango de madera remachado 20cm. Pala para aplastar hamburguesas smasheadas y voltear en plancha.
utensilios-0002,utensilios,Cuchillo de Chef Profesional 8 Pulgadas,Victorinox,pieza,1.0,780.0,25,Cuchillo cebollero santoku suizo hoja de 20cm mango fibrox. Cuchillo filoso multiusos para picar carne verdura y mise en place.
utensilios-0003,utensilios,Cuchillo Deshuesador Curvo 6 Pulgadas,Victorinox,pieza,1.0,590.0,20,Cuchillo deshuesador flexible de acero inoxidable 15cm. Hoja curva para filetear carne retirar grasa y separar hueso.
utensilios-0004,utensilios,Pinzas de Cocina de Acero Inoxidable 40cm,Vollrath,pieza,1.0,120.0,40,Tenazas pinzas largas de acero con resorte para parrillero 40cm. Pinzas para mover carbón voltear cortes y servicio en bufet.
utensilios-0005,utensilios,Sarten de Aluminio con Antiadherente 30cm,T-fal,pieza,1.0,450.0,25,Sarten uso rudo industrial con teflon reforzado 30cm. Sarten antiadherente para huevos omelettes y sellado rapido sin pegar.
utensilios-0006,utensilios,Sarten de Hierro Fundido Curado 26cm,Lodge,pieza,1.0,680.0,15,Sarten pesado de hierro fundido pre-curado 26cm. Comal para asar al horno retener calor y servir cortes calientes.
utensilios-0007,utensilios,Olla Vaporera de Aluminio Grueso 40L,Cinsa,pieza,1.0,1150.0,12,Olla vaporera de aluminio reforzado con rejilla tamalera 40 litros. Bote vaporero para tamales pozole y caldos grandes.
utensilios-0008,utensilios,Comal Redondo de Acero al Carbon 50cm,La Hacienda,pieza,1.0,380.0,18,Comal de lamina de acero para calentar tortillas y garnachas 50cm. Comal taquero redondo para taqueria y antojitos mexicanos.
utensilios-0009,utensilios,Papel Aluminio Grado Restaurantero Rollo 400m,Reynolds,caja,1.0,680.0,30,Papel aluminio institucional extra ancho rollo con 400 metros con cortador. Papel para envolver comida hornear y cubrir charolas.
utensilios-0010,utensilios,Papel Film Plastico Adherente Rollo 600m,Kirkland,caja,1.0,540.0,28,Pelicula plastica estirable transparente grado alimenticio 600m. Plastico egapack para conservar recipientes y cubrir en refrigerador.
utensilios-0011,utensilios,Guantes de Nitrilo Negro Uso Rudo Caja 100,Ammex,caja,100.0,240.0,50,Guantes desechables de nitrilo negro sin polvo caja con 100 piezas. Guantes para manipulacion higienica de alimentos y parrilladas.
utensilios-0012,utensilios,Servilletas Interdobladas Despachador Caja 4000,Kimberly-Clark,caja,4000.0,520.0,35,Servilleta interdoblada blanca para despachador de mesa caja 4000 hojas. Servilletas de papel para taquerias y restaurantes.
utensilios-0013,utensilios,Bolsa para Basura Negra Jumbo Calibre 200 Paquete 50,Reyma,caja,50.0,290.0,40,Bolsas de plastico negro para basura jumbo 90x120cm calibre pesado 50 pzas. Bolsas resistentes para botes de cocina y desperdicio.
utensilios-0014,utensilios,Contenedor Plastico Cambro Policarbonato 12L,Cambro,pieza,12.0,480.0,20,Inserto cuadrado transparente de policarbonato graduado 12 litros. Bote para mise en place fermentar masa y almacenar insumos.
utensilios-0015,utensilios,Tapa Hermetica para Contenedor Cambro,Cambro,pieza,1.0,160.0,2,Tapa de presion hermetica para inserto cuadrado cambro. Sello antiderrame para evitar contaminacion cruzada en camara fria.
utensilios-0016,utensilios,Inserto Sexto de Acero Inoxidable Mesa Fria,Thunder Group,pieza,1.0,195.0,35,Inserto un sexto de acero inoxidable 15cm profundidad. Bandeja para barra de ensaladas salsas de mesa y linea de sandwich.
utensilios-0017,utensilios,Tabla para Picar Polietileno Blanco 60x40cm,Rubbermaid,pieza,1.0,460.0,25,Tabla de corte plastica grado sanitario blanca 60x40cm grosor 2cm. Tabla higienica que cuida el filo de cuchillos de cocina.
utensilios-0018,utensilios,Tabla para Picar Roja para Carnes Rojas 60x40cm,Rubbermaid,pieza,1.0,460.0,22,Tabla de picar plastica codigo de color rojo para carnes crudas. Evita contaminacion cruzada conforme norma de higiene alimentaria.
utensilios-0019,utensilios,Colador Chino de Acero Malla Fina 24cm,Vollrath,pieza,1.0,580.0,15,Colador conico tipo chino de acero inoxidable con mango 24cm. Tamiz para colar caldos fondos sopas y salsas tersas aterciopeladas.
utensilios-0020,utensilios,Batidor Globo de Varillas Gruesas 35cm,Winco,pieza,1.0,140.0,30,Batidor manual de alambre de acero inoxidable frances 35cm. Batidor para montar cremas mezclar vinagretas y batir salsas.
utensilios-0021,utensilios,Cucharon para Caldo de Acero 240ml 8oz,Winco,pieza,1.0,110.0,35,Cucharon dosificador de una sola pieza de acero inoxidable capacidad 8 onzas. Cucharon sopero para servir porciones exactas de pozole.
utensilios-0022,utensilios,Pelador de Papas Industrial Ergonomico,Oxo Good Grips,pieza,1.0,185.0,40,Pelador en y de navaja basculante de acero inoxidable mango de goma. Pela papas zanahorias y fruta a alta velocidad.
utensilios-0023,utensilios,Mandolina Profesional Japonesa con Cuchillas,Benriner,pieza,1.0,1350.0,8,Mandolina manual regulable de alta precision con navajas juliana. Cortadora para rebanar cebolla fina papas chip y pepino.
utensilios-0024,utensilios,Bascula Digital Gramera Porcionadora 10kg,Torrey,pieza,1.0,2300.0,1,Bascula electronica digital para cocina capacidad 10kg precision 1g. Bascula para costeo control de mermas y porcionar proteina.
utensilios-0025,utensilios,Termometro Digital de Lectura Instantanea Cocina,ThermoPro,pieza,1.0,360.0,25,Termometro de sonda plegable para carne y freidora lectura en 3 segundos. Medidor de temperatura interna para termino de carne.
utensilios-0026,utensilios,Soplete de Gas Butano de Reposteria y Cocina,Iwatani,pieza,1.0,590.0,16,Soplete antorcha portatil con llama regulable acoplable a lata de gas. Quemador para flamear carnes dorar queso y creme brulee.
utensilios-0027,utensilios,Charola de Aluminio para Hornear Panadera 65x45cm,Nordic Ware,pieza,1.0,320.0,35,Charola panadera media hoja de aluminio calibre pesado con borde reforzado. Bandeja para hornear galletas panes o asar verduras.
utensilios-0028,utensilios,Dispensador Dosificador de Salsa Squeeze 750ml Pack 6,Tablecraft,caja,6.0,190.0,30,Botes pachiche mamila squeezebottle de plastico flexible paquete 6 piezas. Mamila para salsa catsup mostaza mayonesa o aderezos.
utensilios-0029,utensilios,Fibra Verde Abrasiva para Lavado de Ollas Caja 24,Scotch-Brite,caja,24.0,220.0,45,Esponjas fibras verdes abrasivas para tallar cochambre y sartenes caja 24. Utensilio de limpieza pesada para area de cochambre.
utensilios-0030,utensilios,Detergente Liquido Concentrado Desengrasante 20L,Axion,pieza,20.0,720.0,20,Jabon lavatrastes liquido con potente desengrasante bidon de 20 litros. Detergente concentrado para lavado de vajilla y loza.
utensilios-0031,utensilios,Charola Termica Desechable con Tapa Paquete 100,Reyma,caja,100.0,280.0,30,Contenedor desechable tipo almeja de unicel para comida corrida 100 pzas. Domo termico para comida para llevar y servicio a domicilio.
utensilios-0032,utensilios,Vaso Desechable Cristal para Bebida Fria 16oz Caja 1000,Solo Cup,caja,1000.0,890.0,18,Vasos de plastico transparente pet de 16 onzas caja con 1000 piezas. Vaso desechable para frappé refresco agua fresca y michelada.
utensilios-0033,utensilios,Espatula Parrillera de Acero Inoxidable 20cm Presentacion Mayoreo,Vollrath,pieza,2.0,305.25,15,Espatula parrillera de acero mango de madera remachado 20cm. Pala para aplastar hamburguesas smasheadas y voltear en plancha. Formato institucional mayoreo para alto volumen.
utensilios-0034,utensilios,Cuchillo de Chef Profesional 8 Pulgadas Presentacion Mayoreo,Tramontina,pieza,2.0,1443.0,22,Cuchillo cebollero santoku suizo hoja de 20cm mango fibrox. Cuchillo filoso multiusos para picar carne verdura y mise en place. Formato institucional mayoreo para alto volumen.
utensilios-0035,utensilios,Cuchillo Deshuesador Curvo 6 Pulgadas Presentacion Mayoreo,Reyma,pieza,2.0,1091.5,29,Cuchillo deshuesador flexible de acero inoxidable 15cm. Hoja curva para filetear carne retirar grasa y separar hueso. Formato institucional mayoreo para alto volumen.
utensilios-0036,utensilios,Pinzas de Cocina de Acero Inoxidable 40cm Presentacion Mayoreo,Winco,pieza,2.0,222.0,36,Tenazas pinzas largas de acero con resorte para parrillero 40cm. Pinzas para mover carbón voltear cortes y servicio en bufet. Formato institucional mayoreo para alto volumen.
utensilios-0037,utensilios,Sarten de Aluminio con Antiadherente 30cm Presentacion Mayoreo,Rubbermaid,pieza,2.0,832.5,43,Sarten uso rudo industrial con teflon reforzado 30cm. Sarten antiadherente para huevos omelettes y sellado rapido sin pegar. Formato institucional mayoreo para alto volumen.
utensilios-0038,utensilios,Sarten de Hierro Fundido Curado 26cm Presentacion Mayoreo,Reynolds,pieza,2.0,1258.0,50,Sarten pesado de hierro fundido pre-curado 26cm. Comal para asar al horno retener calor y servir cortes calientes. Formato institucional mayoreo para alto volumen.
utensilios-0039,utensilios,Olla Vaporera de Aluminio Grueso 40L Presentacion Mayoreo,Vollrath,pieza,2.0,2127.5,57,Olla vaporera de aluminio reforzado con rejilla tamalera 40 litros. Bote vaporero para tamales pozole y caldos grandes. Formato institucional mayoreo para alto volumen.
utensilios-0040,utensilios,Comal Redondo de Acero al Carbon 50cm Presentacion Mayoreo,Tramontina,pieza,2.0,703.0,64,Comal de lamina de acero para calentar tortillas y garnachas 50cm. Comal taquero redondo para taqueria y antojitos mexicanos. Formato institucional mayoreo para alto volumen.
utensilios-0041,utensilios,Papel Aluminio Grado Restaurantero Rollo 400m Presentacion Mayoreo,Reyma,caja,2.0,1258.0,71,Papel aluminio institucional extra ancho rollo con 400 metros con cortador. Papel para envolver comida hornear y cubrir charolas. Formato institucional mayoreo para alto volumen.
utensilios-0042,utensilios,Papel Film Plastico Adherente Rollo 600m Presentacion Mayoreo,Winco,caja,2.0,999.0,78,Pelicula plastica estirable transparente grado alimenticio 600m. Plastico egapack para conservar recipientes y cubrir en refrigerador. Formato institucional mayoreo para alto volumen.
utensilios-0043,utensilios,Guantes de Nitrilo Negro Uso Rudo Caja 100 Presentacion Mayoreo,Rubbermaid,caja,200.0,444.0,20,Guantes desechables de nitrilo negro sin polvo caja con 100 piezas. Guantes para manipulacion higienica de alimentos y parrilladas. Formato institucional mayoreo para alto volumen.
utensilios-0044,utensilios,Servilletas Interdobladas Despachador Caja 4000 Presentacion Mayoreo,Reynolds,caja,8000.0,962.0,27,Servilleta interdoblada blanca para despachador de mesa caja 4000 hojas. Servilletas de papel para taquerias y restaurantes. Formato institucional mayoreo para alto volumen.
utensilios-0045,utensilios,Bolsa para Basura Negra Jumbo Calibre 200 Paquete 50 Presentacion Mayoreo,Vollrath,caja,100.0,536.5,34,Bolsas de plastico negro para basura jumbo 90x120cm calibre pesado 50 pzas. Bolsas resistentes para botes de cocina y desperdicio. Formato institucional mayoreo para alto volumen.
utensilios-0046,utensilios,Contenedor Plastico Cambro Policarbonato 12L Presentacion Mayoreo,Tramontina,pieza,24.0,888.0,41,Inserto cuadrado transparente de policarbonato graduado 12 litros. Bote para mise en place fermentar masa y almacenar insumos. Formato institucional mayoreo para alto volumen.
utensilios-0047,utensilios,Tapa Hermetica para Contenedor Cambro Presentacion Mayoreo,Reyma,pieza,2.0,296.0,48,Tapa de presion hermetica para inserto cuadrado cambro. Sello antiderrame para evitar contaminacion cruzada en camara fria. Formato institucional mayoreo para alto volumen.
utensilios-0048,utensilios,Inserto Sexto de Acero Inoxidable Mesa Fria Presentacion Mayoreo,Winco,pieza,2.0,360.75,55,Inserto un sexto de acero inoxidable 15cm profundidad. Bandeja para barra de ensaladas salsas de mesa y linea de sandwich. Formato institucional mayoreo para alto volumen.
utensilios-0049,utensilios,Tabla para Picar Polietileno Blanco 60x40cm Presentacion Mayoreo,Rubbermaid,pieza,2.0,851.0,62,Tabla de corte plastica grado sanitario blanca 60x40cm grosor 2cm. Tabla higienica que cuida el filo de cuchillos de cocina. Formato institucional mayoreo para alto volumen.
utensilios-0050,utensilios,Tabla para Picar Roja para Carnes Rojas 60x40cm Presentacion Mayoreo,Reynolds,pieza,2.0,851.0,69,Tabla de picar plastica codigo de color rojo para carnes crudas. Evita contaminacion cruzada conforme norma de higiene alimentaria. Formato institucional mayoreo para alto volumen.
utensilios-0051,utensilios,Colador Chino de Acero Malla Fina 24cm Presentacion Mayoreo,Vollrath,pieza,2.0,1073.0,76,Colador conico tipo chino de acero inoxidable con mango 24cm. Tamiz para colar caldos fondos sopas y salsas tersas aterciopeladas. Formato institucional mayoreo para alto volumen.
utensilios-0052,utensilios,Batidor Globo de Varillas Gruesas 35cm Presentacion Mayoreo,Tramontina,pieza,2.0,259.0,18,Batidor manual de alambre de acero inoxidable frances 35cm. Batidor para montar cremas mezclar vinagretas y batir salsas. Formato institucional mayoreo para alto volumen.
utensilios-0053,utensilios,Cucharon para Caldo de Acero 240ml 8oz Presentacion Mayoreo,Reyma,pieza,2.0,203.5,25,Cucharon dosificador de una sola pieza de acero inoxidable capacidad 8 onzas. Cucharon sopero para servir porciones exactas de pozole. Formato institucional mayoreo para alto volumen.
utensilios-0054,utensilios,Pelador de Papas Industrial Ergonomico Presentacion Mayoreo,Winco,pieza,2.0,342.25,32,Pelador en y de navaja basculante de acero inoxidable mango de goma. Pela papas zanahorias y fruta a alta velocidad. Formato institucional mayoreo para alto volumen.
utensilios-0055,utensilios,Mandolina Profesional Japonesa con Cuchillas Presentacion Mayoreo,Rubbermaid,pieza,2.0,2497.5,1,Mandolina manual regulable de alta precision con navajas juliana. Cortadora para rebanar cebolla fina papas chip y pepino. Formato institucional mayoreo para alto volumen.
utensilios-0056,utensilios,Bascula Digital Gramera Porcionadora 10kg Presentacion Mayoreo,Reynolds,pieza,2.0,4255.0,46,Bascula electronica digital para cocina capacidad 10kg precision 1g. Bascula para costeo control de mermas y porcionar proteina. Formato institucional mayoreo para alto volumen.
utensilios-0057,utensilios,Termometro Digital de Lectura Instantanea Cocina Presentacion Mayoreo,Vollrath,pieza,2.0,666.0,53,Termometro de sonda plegable para carne y freidora lectura en 3 segundos. Medidor de temperatura interna para termino de carne. Formato institucional mayoreo para alto volumen.
utensilios-0058,utensilios,Soplete de Gas Butano de Reposteria y Cocina Presentacion Mayoreo,Tramontina,pieza,2.0,1091.5,60,Soplete antorcha portatil con llama regulable acoplable a lata de gas. Quemador para flamear carnes dorar queso y creme brulee. Formato institucional mayoreo para alto volumen.
utensilios-0059,utensilios,Charola de Aluminio para Hornear Panadera 65x45cm Presentacion Mayoreo,Reyma,pieza,2.0,592.0,67,Charola panadera media hoja de aluminio calibre pesado con borde reforzado. Bandeja para hornear galletas panes o asar verduras. Formato institucional mayoreo para alto volumen.
utensilios-0060,utensilios,Dispensador Dosificador de Salsa Squeeze 750ml Pack 6 Presentacion Mayoreo,Winco,caja,12.0,351.5,74,Botes pachiche mamila squeezebottle de plastico flexible paquete 6 piezas. Mamila para salsa catsup mostaza mayonesa o aderezos. Formato institucional mayoreo para alto volumen.
utensilios-0061,utensilios,Fibra Verde Abrasiva para Lavado de Ollas Caja 24 Presentacion Mayoreo,Rubbermaid,caja,48.0,407.0,16,Esponjas fibras verdes abrasivas para tallar cochambre y sartenes caja 24. Utensilio de limpieza pesada para area de cochambre. Formato institucional mayoreo para alto volumen.
utensilios-0062,utensilios,Detergente Liquido Concentrado Desengrasante 20L Presentacion Mayoreo,Reynolds,pieza,40.0,1332.0,23,Jabon lavatrastes liquido con potente desengrasante bidon de 20 litros. Detergente concentrado para lavado de vajilla y loza. Formato institucional mayoreo para alto volumen.
utensilios-0063,utensilios,Charola Termica Desechable con Tapa Paquete 100 Presentacion Mayoreo,Vollrath,caja,200.0,518.0,30,Contenedor desechable tipo almeja de unicel para comida corrida 100 pzas. Domo termico para comida para llevar y servicio a domicilio. Formato institucional mayoreo para alto volumen.
utensilios-0064,utensilios,Vaso Desechable Cristal para Bebida Fria 16oz Caja 1000 Presentacion Mayoreo,Tramontina,caja,2000.0,1646.5,37,Vasos de plastico transparente pet de 16 onzas caja con 1000 piezas. Vaso desechable para frappé refresco agua fresca y michelada. Formato institucional mayoreo para alto volumen.
utensilios-0065,utensilios,Espatula Parrillera de Acero Inoxidable 20cm Presentacion Compacta,Reyma,pieza,0.5,90.75,44,Espatula parrillera de acero mango de madera remachado 20cm. Pala para aplastar hamburguesas smasheadas y voltear en plancha. Presentacion chica economica ideal para consumo medido.
utensilios-0066,utensilios,Cuchillo de Chef Profesional 8 Pulgadas Presentacion Compacta,Winco,pieza,0.5,429.0,51,Cuchillo cebollero santoku suizo hoja de 20cm mango fibrox. Cuchillo filoso multiusos para picar carne verdura y mise en place. Presentacion chica economica ideal para consumo medido.
utensilios-0067,utensilios,Cuchillo Deshuesador Curvo 6 Pulgadas Presentacion Compacta,Rubbermaid,pieza,0.5,324.5,58,Cuchillo deshuesador flexible de acero inoxidable 15cm. Hoja curva para filetear carne retirar grasa y separar hueso. Presentacion chica economica ideal para consumo medido.
utensilios-0068,utensilios,Pinzas de Cocina de Acero Inoxidable 40cm Presentacion Compacta,Reynolds,pieza,0.5,66.0,65,Tenazas pinzas largas de acero con resorte para parrillero 40cm. Pinzas para mover carbón voltear cortes y servicio en bufet. Presentacion chica economica ideal para consumo medido.
utensilios-0069,utensilios,Sarten de Aluminio con Antiadherente 30cm Presentacion Compacta,Vollrath,pieza,0.5,247.5,72,Sarten uso rudo industrial con teflon reforzado 30cm. Sarten antiadherente para huevos omelettes y sellado rapido sin pegar. Presentacion chica economica ideal para consumo medido.
utensilios-0070,utensilios,Sarten de Hierro Fundido Curado 26cm Presentacion Compacta,Tramontina,pieza,0.5,374.0,79,Sarten pesado de hierro fundido pre-curado 26cm. Comal para asar al horno retener calor y servir cortes calientes. Presentacion chica economica ideal para consumo medido.
utensilios-0071,utensilios,Olla Vaporera de Aluminio Grueso 40L Presentacion Compacta,Reyma,pieza,0.5,632.5,21,Olla vaporera de aluminio reforzado con rejilla tamalera 40 litros. Bote vaporero para tamales pozole y caldos grandes. Presentacion chica economica ideal para consumo medido.
utensilios-0072,utensilios,Comal Redondo de Acero al Carbon 50cm Presentacion Compacta,Winco,pieza,0.5,209.0,28,Comal de lamina de acero para calentar tortillas y garnachas 50cm. Comal taquero redondo para taqueria y antojitos mexicanos. Presentacion chica economica ideal para consumo medido.
utensilios-0073,utensilios,Papel Aluminio Grado Restaurantero Rollo 400m Presentacion Compacta,Rubbermaid,caja,0.5,374.0,35,Papel aluminio institucional extra ancho rollo con 400 metros con cortador. Papel para envolver comida hornear y cubrir charolas. Presentacion chica economica ideal para consumo medido.
utensilios-0074,utensilios,Papel Film Plastico Adherente Rollo 600m Presentacion Compacta,Reynolds,caja,0.5,297.0,42,Pelicula plastica estirable transparente grado alimenticio 600m. Plastico egapack para conservar recipientes y cubrir en refrigerador. Presentacion chica economica ideal para consumo medido.
utensilios-0075,utensilios,Guantes de Nitrilo Negro Uso Rudo Caja 100 Presentacion Compacta,Vollrath,caja,50.0,132.0,49,Guantes desechables de nitrilo negro sin polvo caja con 100 piezas. Guantes para manipulacion higienica de alimentos y parrilladas. Presentacion chica economica ideal para consumo medido.
utensilios-0076,utensilios,Servilletas Interdobladas Despachador Caja 4000 Presentacion Compacta,Tramontina,caja,2000.0,286.0,56,Servilleta interdoblada blanca para despachador de mesa caja 4000 hojas. Servilletas de papel para taquerias y restaurantes. Presentacion chica economica ideal para consumo medido.
utensilios-0077,utensilios,Bolsa para Basura Negra Jumbo Calibre 200 Paquete 50 Presentacion Compacta,Reyma,caja,25.0,159.5,63,Bolsas de plastico negro para basura jumbo 90x120cm calibre pesado 50 pzas. Bolsas resistentes para botes de cocina y desperdicio. Presentacion chica economica ideal para consumo medido.
utensilios-0078,utensilios,Contenedor Plastico Cambro Policarbonato 12L Presentacion Compacta,Winco,pieza,6.0,264.0,70,Inserto cuadrado transparente de policarbonato graduado 12 litros. Bote para mise en place fermentar masa y almacenar insumos. Presentacion chica economica ideal para consumo medido.
utensilios-0079,utensilios,Tapa Hermetica para Contenedor Cambro Presentacion Compacta,Rubbermaid,pieza,0.5,88.0,77,Tapa de presion hermetica para inserto cuadrado cambro. Sello antiderrame para evitar contaminacion cruzada en camara fria. Presentacion chica economica ideal para consumo medido.
utensilios-0080,utensilios,Inserto Sexto de Acero Inoxidable Mesa Fria Presentacion Compacta,Reynolds,pieza,0.5,107.25,19,Inserto un sexto de acero inoxidable 15cm profundidad. Bandeja para barra de ensaladas salsas de mesa y linea de sandwich. Presentacion chica economica ideal para consumo medido.
utensilios-0081,utensilios,Tabla para Picar Polietileno Blanco 60x40cm Presentacion Compacta,Vollrath,pieza,0.5,253.0,26,Tabla de corte plastica grado sanitario blanca 60x40cm grosor 2cm. Tabla higienica que cuida el filo de cuchillos de cocina. Presentacion chica economica ideal para consumo medido.
utensilios-0082,utensilios,Tabla para Picar Roja para Carnes Rojas 60x40cm Presentacion Compacta,Tramontina,pieza,0.5,253.0,1,Tabla de picar plastica codigo de color rojo para carnes crudas. Evita contaminacion cruzada conforme norma de higiene alimentaria. Presentacion chica economica ideal para consumo medido.
utensilios-0083,utensilios,Colador Chino de Acero Malla Fina 24cm Presentacion Compacta,Reyma,pieza,0.5,319.0,40,Colador conico tipo chino de acero inoxidable con mango 24cm. Tamiz para colar caldos fondos sopas y salsas tersas aterciopeladas. Presentacion chica economica ideal para consumo medido.
utensilios-0084,utensilios,Batidor Globo de Varillas Gruesas 35cm Presentacion Compacta,Winco,pieza,0.5,77.0,47,Batidor manual de alambre de acero inoxidable frances 35cm. Batidor para montar cremas mezclar vinagretas y batir salsas. Presentacion chica economica ideal para consumo medido.
utensilios-0085,utensilios,Cucharon para Caldo de Acero 240ml 8oz Presentacion Compacta,Rubbermaid,pieza,0.5,60.5,54,Cucharon dosificador de una sola pieza de acero inoxidable capacidad 8 onzas. Cucharon sopero para servir porciones exactas de pozole. Presentacion chica economica ideal para consumo medido.
utensilios-0086,utensilios,Pelador de Papas Industrial Ergonomico Presentacion Compacta,Reynolds,pieza,0.5,101.75,61,Pelador en y de navaja basculante de acero inoxidable mango de goma. Pela papas zanahorias y fruta a alta velocidad. Presentacion chica economica ideal para consumo medido.
utensilios-0087,utensilios,Mandolina Profesional Japonesa con Cuchillas Presentacion Compacta,Vollrath,pieza,0.5,742.5,68,Mandolina manual regulable de alta precision con navajas juliana. Cortadora para rebanar cebolla fina papas chip y pepino. Presentacion chica economica ideal para consumo medido.
utensilios-0088,utensilios,Bascula Digital Gramera Porcionadora 10kg Presentacion Compacta,Tramontina,pieza,0.5,1265.0,75,Bascula electronica digital para cocina capacidad 10kg precision 1g. Bascula para costeo control de mermas y porcionar proteina. Presentacion chica economica ideal para consumo medido.
utensilios-0089,utensilios,Termometro Digital de Lectura Instantanea Cocina Presentacion Compacta,Reyma,pieza,0.5,198.0,17,Termometro de sonda plegable para carne y freidora lectura en 3 segundos. Medidor de temperatura interna para termino de carne. Presentacion chica economica ideal para consumo medido.
utensilios-0090,utensilios,Soplete de Gas Butano de Reposteria y Cocina Presentacion Compacta,Winco,pieza,0.5,324.5,24,Soplete antorcha portatil con llama regulable acoplable a lata de gas. Quemador para flamear carnes dorar queso y creme brulee. Presentacion chica economica ideal para consumo medido.
utensilios-0091,utensilios,Charola de Aluminio para Hornear Panadera 65x45cm Presentacion Compacta,Rubbermaid,pieza,0.5,176.0,31,Charola panadera media hoja de aluminio calibre pesado con borde reforzado. Bandeja para hornear galletas panes o asar verduras. Presentacion chica economica ideal para consumo medido.
